Applicant_ID,Age,Gender,Education,Marital_Status,Employment_Type,Annual_Income,Credit_Score,Loan_Amount_Requested,Loan_Term_Months,Dependents,Property_Area,Approval_Status
LAPP_1236,52,Male,Graduate,Single,Salaried,91862,771,212080,36,0,Urban,Rejected
LAPP_1237,37,Male,Graduate,Married,Salaried,93976,754,218851,84,0,Semi-Urban,Approved
LAPP_1238,37,Female,Undergraduate,Married,Salaried,75186,612,195541,24,3,Semi-Urban,Rejected
LAPP_1239,34,Male,Postgraduate,Married,Business Owner,130991,787,188516,36,2,Semi-Urban,Rejected
LAPP_1240,29,Male,Undergraduate,Divorced,Salaried,66350,553,122200,24,2,Semi-Urban,Rejected
LAPP_1241,60,Female,Undergraduate,Married,Unemployed,10767,672,26231,24,0,Urban,Rejected
LAPP_1242,22,Female,High School,Married,Salaried,18050,579,68534,36,3,Semi-Urban,Rejected
LAPP_1243,45,Female,Graduate,Married,Salaried,55580,494,152812,84,1,Semi-Urban,Rejected
LAPP_1244,59,Male,Graduate,Single,Salaried,94037,612,156656,24,2,Semi-Urban,Rejected
LAPP_1245,29,Female,Graduate,Married,Salaried,98943,624,53096,84,0,Rural,Approved
LAPP_1246,42,Male,Graduate,Married,Salaried,53745,671,211531,36,0,Rural,Rejected
LAPP_1247,63,Female,Graduate,Married,Salaried,61781,605,137490,36,3,Rural,Rejected
LAPP_1248,24,Female,Graduate,Single,Salaried,52571,583,198967,24,1,Urban,Rejected
LAPP_1249,46,Male,Undergraduate,Married,Salaried,52953,657,128289,36,2,Semi-Urban,Rejected
LAPP_1250,49,Male,Postgraduate,Married,Salaried,71291,668,186720,36,0,Rural,Rejected
LAPP_1251,54,Male,Undergraduate,Married,Salaried,53146,619,158996,36,1,Semi-Urban,Rejected
LAPP_1252,43,Male,Undergraduate,Single,Salaried,67738,606,109966,36,2,Urban,Rejected
LAPP_1253,57,Male,Graduate,Single,Self-Employed,94362,720,278032,36,1,Semi-Urban,Rejected
LAPP_1254,31,Male,Postgraduate,Single,Business Owner,176450,668,413558,36,2,Urban,Rejected
LAPP_1255,26,Female,Postgraduate,Divorced,Salaried,146241,583,417324,36,0,Semi-Urban,Rejected
LAPP_1256,38,Male,Undergraduate,Divorced,Salaried,48702,583,166824,60,0,Rural,Rejected
LAPP_1257,41,Female,Graduate,Married,Salaried,69032,665,79027,36,0,Semi-Urban,Approved
LAPP_1258,62,Male,Graduate,Single,Business Owner,98744,651,261417,24,1,Semi-Urban,Rejected
LAPP_1259,56,Female,Graduate,Single,Salaried,92087,618,62839,36,2,Urban,Approved
LAPP_1260,61,Female,Undergraduate,Single,Self-Employed,72696,556,62329,60,0,Rural,Rejected
LAPP_1261,58,Male,Postgraduate,Married,Salaried,102446,651,293106,24,1,Semi-Urban,Rejected
LAPP_1262,54,Male,Postgraduate,Single,Salaried,123033,688,92063,60,2,Semi-Urban,Approved
LAPP_1263,37,Female,Undergraduate,Married,Salaried,63768,549,164760,36,0,Semi-Urban,Rejected
LAPP_1264,57,Male,Postgraduate,Single,Salaried,63115,621,80158,36,2,Urban,Approved
LAPP_1265,45,Female,High School,Married,Business Owner,59039,546,92354,24,3,Semi-Urban,Rejected
LAPP_1266,58,Male,Graduate,Married,Salaried,112630,659,107418,84,0,Semi-Urban,Approved
LAPP_1267,32,Female,Graduate,Married,Salaried,101301,761,138816,84,0,Rural,Approved
LAPP_1268,43,Male,High School,Married,Salaried,42834,623,144544,84,0,Urban,Approved
LAPP_1269,62,Female,Graduate,Single,Self-Employed,67389,530,184381,24,2,Urban,Rejected
LAPP_1270,42,Female,High School,Married,Salaried,24312,621,92972,60,0,Semi-Urban,Rejected
LAPP_1271,41,Female,High School,Married,Salaried,28068,690,18822,36,2,Semi-Urban,Approved
LAPP_1272,47,Male,Undergraduate,Divorced,Salaried,34239,511,112079,60,1,Semi-Urban,Rejected
LAPP_1273,51,Female,Postgraduate,Married,Salaried,135222,605,398468,24,2,Rural,Rejected
LAPP_1274,26,Male,Undergraduate,Single,Self-Employed,80216,641,113355,60,2,Urban,Rejected
LAPP_1275,47,Female,Undergraduate,Married,Salaried,72289,627,220632,84,3,Urban,Approved
LAPP_1276,60,Male,Graduate,Married,Salaried,85180,736,256214,24,0,Urban,Rejected
LAPP_1277,54,Female,Graduate,Single,Salaried,66612,622,140398,24,0,Rural,Rejected
LAPP_1278,32,Male,Graduate,Single,Business Owner,108763,703,316526,24,0,Urban,Rejected
LAPP_1279,27,Female,Undergraduate,Married,Salaried,64514,719,132642,24,1,Semi-Urban,Rejected
LAPP_1280,30,Female,Graduate,Divorced,Salaried,77464,563,129706,36,1,Semi-Urban,Rejected
LAPP_1281,37,Female,Graduate,Divorced,Business Owner,150181,730,320293,60,3,Semi-Urban,Approved
LAPP_1282,46,Male,Graduate,Divorced,Salaried,52821,591,191896,24,2,Urban,Rejected
LAPP_1283,41,Male,Undergraduate,Married,Unemployed,13629,434,25159,36,0,Semi-Urban,Rejected
LAPP_1284,48,Female,High School,Married,Salaried,23846,634,45615,36,2,Semi-Urban,Rejected
LAPP_1285,22,Male,High School,Single,Salaried,39253,633,103212,24,0,Rural,Rejected
LAPP_1286,63,Male,Undergraduate,Single,Self-Employed,60772,529,190550,36,0,Rural,Rejected
LAPP_1287,21,Female,Postgraduate,Married,Business Owner,154894,637,475706,24,2,Semi-Urban,Rejected
LAPP_1288,56,Female,Undergraduate,Single,Salaried,51600,583,29375,36,3,Rural,Approved
LAPP_1289,46,Male,Undergraduate,Married,Business Owner,55881,678,162387,24,0,Urban,Rejected
LAPP_1290,49,Female,Undergraduate,Married,Salaried,75844,528,157523,60,2,Semi-Urban,Approved
LAPP_1291,41,Female,Graduate,Married,Business Owner,140321,681,327553,24,2,Semi-Urban,Rejected
LAPP_1292,31,Male,High School,Single,Salaried,17571,420,43326,84,0,Semi-Urban,Rejected
LAPP_1293,60,Female,Graduate,Married,Salaried,90419,682,276774,60,0,Urban,Rejected
LAPP_1294,31,Male,Graduate,Single,Business Owner,123393,663,420728,36,2,Semi-Urban,Rejected
LAPP_1295,56,Male,Undergraduate,Single,Business Owner,86518,614,238955,36,2,Urban,Rejected
LAPP_1296,59,Male,Graduate,Single,Salaried,106782,765,264143,24,0,Semi-Urban,Approved
LAPP_1297,60,Male,Graduate,Divorced,Salaried,62133,453,112348,60,0,Urban,Rejected
LAPP_1298,55,Female,Undergraduate,Single,Salaried,71396,637,70151,36,1,Semi-Urban,Approved
LAPP_1299,54,Male,Graduate,Divorced,Salaried,58320,712,224824,60,2,Semi-Urban,Rejected
LAPP_1300,44,Male,Undergraduate,Married,Salaried,71749,639,151853,12,1,Semi-Urban,Rejected
LAPP_1301,42,Male,Undergraduate,Married,Salaried,78052,729,193704,24,0,Semi-Urban,Rejected
LAPP_1302,25,Female,Undergraduate,Married,Salaried,48116,569,150543,36,2,Urban,Rejected
LAPP_1303,53,Female,Undergraduate,Married,Self-Employed,57729,616,42686,24,1,Urban,Rejected
LAPP_1304,56,Male,Undergraduate,Single,Salaried,64087,721,223826,36,2,Semi-Urban,Rejected
LAPP_1305,40,Male,Undergraduate,Married,Salaried,35433,665,116560,12,3,Rural,Rejected
LAPP_1306,39,Female,Undergraduate,Single,Salaried,55956,784,179646,60,2,Semi-Urban,Rejected
LAPP_1307,55,Male,Postgraduate,Single,Self-Employed,93214,661,53778,60,3,Semi-Urban,Approved
LAPP_1308,63,Male,Undergraduate,Single,Salaried,74686,661,174975,24,3,Rural,Rejected
LAPP_1309,37,Male,Postgraduate,Married,Salaried,141469,639,97605,36,1,Rural,Approved
LAPP_1310,63,Female,Graduate,Single,Self-Employed,95605,646,232134,36,2,Semi-Urban,Rejected
LAPP_1311,54,Male,Graduate,Married,Business Owner,139996,759,422027,60,1,Semi-Urban,Approved
LAPP_1312,29,Male,High School,Married,Self-Employed,27564,589,25537,36,1,Rural,Approved
LAPP_1313,46,Male,Graduate,Single,Business Owner,124788,611,365889,12,0,Rural,Rejected
LAPP_1314,22,Female,Graduate,Single,Self-Employed,112569,614,233396,24,0,Semi-Urban,Rejected
LAPP_1315,29,Male,Undergraduate,Married,Self-Employed,67337,609,224934,36,0,Semi-Urban,Rejected
LAPP_1316,29,Female,Graduate,Single,Salaried,84895,576,200994,84,0,Semi-Urban,Approved
LAPP_1317,60,Male,Graduate,Married,Salaried,100584,630,168621,60,0,Semi-Urban,Approved
LAPP_1318,37,Male,High School,Married,Salaried,27699,526,46034,24,3,Rural,Rejected
LAPP_1319,21,Female,Undergraduate,Married,Salaried,67658,581,246356,60,1,Semi-Urban,Rejected
LAPP_1320,45,Male,Graduate,Single,Salaried,74863,714,156093,84,0,Urban,Approved
LAPP_1321,63,Female,High School,Single,Salaried,25190,617,48368,12,1,Urban,Rejected
LAPP_1322,60,Female,High School,Married,Self-Employed,34267,790,21915,60,0,Rural,Approved
LAPP_1323,62,Female,Graduate,Married,Salaried,94611,606,167947,36,2,Semi-Urban,Rejected
LAPP_1324,45,Male,Graduate,Single,Salaried,78339,669,272125,36,0,Semi-Urban,Rejected
LAPP_1325,59,Female,Postgraduate,Married,Unemployed,26198,627,82876,36,0,Urban,Rejected
LAPP_1326,55,Male,Undergraduate,Married,Salaried,69501,683,88488,84,2,Semi-Urban,Approved
LAPP_1327,23,Female,Undergraduate,Single,Salaried,75830,574,147542,24,1,Urban,Rejected
LAPP_1328,57,Female,Postgraduate,Married,Salaried,92649,628,110069,60,2,Semi-Urban,Approved
LAPP_1329,64,Female,Undergraduate,Single,Business Owner,91280,687,350493,24,1,Semi-Urban,Rejected
LAPP_1330,64,Male,Graduate,Married,Salaried,101820,630,264061,36,0,Semi-Urban,Rejected
LAPP_1331,50,Male,Undergraduate,Single,Self-Employed,66138,507,207689,84,1,Rural,Rejected
LAPP_1332,58,Male,Graduate,Married,Salaried,60198,725,180493,60,0,Urban,Approved
LAPP_1333,54,Female,Postgraduate,Single,Salaried,66179,697,235459,36,0,Urban,Rejected
LAPP_1334,32,Male,Undergraduate,Married,Salaried,67451,588,257841,36,0,Urban,Rejected
LAPP_1335,39,Male,Graduate,Single,Self-Employed,82040,649,50336,12,2,Urban,Rejected
LAPP_1336,57,Female,Undergraduate,Single,Business Owner,81895,717,320500,24,2,Urban,Rejected
LAPP_1337,64,Female,Graduate,Married,Self-Employed,67824,738,240564,60,0,Semi-Urban,Approved
LAPP_1338,37,Male,Graduate,Married,Self-Employed,65878,628,121236,36,0,Semi-Urban,Rejected
LAPP_1339,30,Female,Undergraduate,Single,Salaried,67661,577,232059,36,3,Rural,Rejected
LAPP_1340,32,Male,Graduate,Divorced,Self-Employed,65289,719,200956,36,0,Urban,Approved
LAPP_1341,36,Male,Postgraduate,Married,Salaried,126322,667,413818,36,1,Semi-Urban,Rejected
LAPP_1342,44,Male,Graduate,Married,Self-Employed,72953,620,92826,12,1,Rural,Rejected
LAPP_1343,39,Male,Undergraduate,Single,Salaried,69659,644,192953,36,2,Urban,Rejected
LAPP_1344,28,Male,Postgraduate,Married,Salaried,72852,699,43036,84,0,Semi-Urban,Approved
LAPP_1345,51,Female,Undergraduate,Divorced,Salaried,41646,613,144461,60,3,Semi-Urban,Approved
LAPP_1346,41,Male,Undergraduate,Single,Salaried,65452,693,250592,36,1,Semi-Urban,Rejected
LAPP_1347,37,Male,High School,Single,Salaried,32906,584,92710,12,0,Semi-Urban,Rejected
LAPP_1348,43,Female,Graduate,Married,Self-Employed,60077,665,137837,36,0,Urban,Rejected
LAPP_1349,57,Male,Graduate,Married,Salaried,110052,599,334564,60,0,Semi-Urban,Rejected
LAPP_1350,36,Male,Graduate,Single,Salaried,65230,694,107124,24,0,Semi-Urban,Rejected
LAPP_1351,26,Female,Graduate,Divorced,Self-Employed,75606,572,203558,36,3,Urban,Rejected
LAPP_1352,28,Female,High School,Divorced,Salaried,23062,618,69564,84,0,Rural,Approved
LAPP_1353,45,Female,Graduate,Married,Self-Employed,73243,527,73197,36,2,Semi-Urban,Rejected
LAPP_1354,38,Female,Postgraduate,Married,Salaried,105468,650,104438,36,1,Semi-Urban,Approved
LAPP_1355,45,Female,Postgraduate,Married,Unemployed,28111,615,84515,36,0,Rural,Rejected
LAPP_1356,32,Male,Graduate,Single,Salaried,73666,575,148159,24,0,Semi-Urban,Rejected
LAPP_1357,35,Female,Undergraduate,Married,Salaried,67610,613,244221,24,1,Urban,Rejected
LAPP_1358,46,Male,Graduate,Married,Salaried,60305,643,95992,84,1,Semi-Urban,Approved
LAPP_1359,61,Female,Undergraduate,Married,Salaried,50163,668,32531,24,2,Semi-Urban,Rejected
LAPP_1360,46,Male,Graduate,Married,Business Owner,142104,686,394276,36,1,Semi-Urban,Rejected
LAPP_1361,52,Female,High School,Divorced,Salaried,34711,706,100482,36,1,Rural,Rejected
LAPP_1362,30,Male,High School,Single,Salaried,39990,680,97478,60,0,Urban,Approved
LAPP_1363,36,Female,Graduate,Married,Salaried,78076,626,225769,60,3,Urban,Rejected
LAPP_1364,27,Male,Graduate,Married,Business Owner,132720,564,309654,12,3,Semi-Urban,Rejected
LAPP_1365,37,Female,Postgraduate,Married,Salaried,59837,582,174976,36,0,Semi-Urban,Rejected
LAPP_1366,43,Female,Graduate,Married,Unemployed,16130,436,10545,36,0,Urban,Rejected
LAPP_1367,46,Male,Postgraduate,Married,Salaried,117347,650,209979,36,2,Rural,Approved
LAPP_1368,41,Female,Undergraduate,Single,Salaried,34746,702,43010,36,2,Urban,Approved
LAPP_1369,42,Female,Graduate,Married,Salaried,95913,700,81299,24,1,Urban,Approved
LAPP_1370,27,Female,Postgraduate,Married,Business Owner,160098,681,211221,84,1,Rural,Approved
LAPP_1371,34,Male,Undergraduate,Married,Business Owner,88797,584,103855,36,2,Semi-Urban,Rejected
LAPP_1372,35,Male,High School,Single,Salaried,18256,596,71307,36,0,Rural,Rejected
LAPP_1373,27,Male,High School,Single,Salaried,19279,731,28974,36,1,Urban,Approved
LAPP_1374,29,Male,Graduate,Single,Self-Employed,97971,741,128180,24,0,Urban,Approved
LAPP_1375,28,Female,Graduate,Single,Salaried,68515,605,234462,36,0,Semi-Urban,Rejected
LAPP_1376,43,Male,High School,Single,Salaried,27041,497,53187,12,3,Rural,Rejected
LAPP_1377,49,Female,High School,Married,Salaried,23230,756,45882,36,1,Semi-Urban,Rejected
LAPP_1378,38,Male,Graduate,Divorced,Salaried,77361,578,158788,60,2,Urban,Approved
LAPP_1379,51,Male,Postgraduate,Married,Salaried,64361,668,126010,60,1,Semi-Urban,Approved
LAPP_1380,50,Female,Undergraduate,Married,Salaried,46367,508,76180,24,2,Urban,Rejected
LAPP_1381,59,Female,Graduate,Single,Salaried,83189,627,124965,36,1,Rural,Approved
LAPP_1382,55,Male,Postgraduate,Married,Business Owner,212463,623,500000,36,0,Urban,Rejected
LAPP_1383,38,Male,Graduate,Divorced,Salaried,73296,545,78131,36,2,Rural,Rejected
LAPP_1384,62,Male,High School,Married,Self-Employed,28142,550,31905,24,0,Semi-Urban,Rejected
LAPP_1385,59,Male,Graduate,Single,Salaried,81506,682,203847,60,1,Semi-Urban,Rejected
LAPP_1386,37,Male,Undergraduate,Single,Self-Employed,40920,598,69678,24,1,Semi-Urban,Rejected
LAPP_1387,34,Male,Graduate,Divorced,Salaried,108155,837,213644,84,0,Urban,Approved
LAPP_1388,51,Male,Undergraduate,Divorced,Self-Employed,59827,707,198799,36,0,Rural,Rejected
LAPP_1389,44,Female,Undergraduate,Single,Salaried,41009,690,150204,60,2,Urban,Rejected
LAPP_1390,55,Male,Graduate,Single,Business Owner,80901,680,264298,24,0,Semi-Urban,Rejected
LAPP_1391,64,Male,Undergraduate,Married,Salaried,80136,671,105959,60,1,Semi-Urban,Approved
LAPP_1392,54,Male,Undergraduate,Married,Salaried,74324,723,292085,24,1,Rural,Rejected
LAPP_1393,23,Female,Graduate,Single,Unemployed,8670,405,15355,60,0,Urban,Rejected
LAPP_1394,57,Female,Postgraduate,Divorced,Salaried,79628,602,86932,36,2,Semi-Urban,Approved
LAPP_1395,63,Male,Graduate,Single,Salaried,65479,545,147212,36,2,Semi-Urban,Rejected
LAPP_1396,60,Female,Undergraduate,Divorced,Business Owner,83104,519,252511,24,0,Urban,Rejected
LAPP_1397,46,Male,Undergraduate,Single,Salaried,78255,583,61934,12,1,Urban,Rejected
LAPP_1398,43,Male,Undergraduate,Married,Salaried,53486,537,145482,36,0,Semi-Urban,Rejected
LAPP_1399,64,Male,Graduate,Married,Unemployed,19927,695,69809,36,1,Urban,Rejected
LAPP_1400,59,Male,Graduate,Married,Salaried,107818,672,152695,36,1,Semi-Urban,Rejected
LAPP_1401,35,Female,Undergraduate,Married,Business Owner,77653,486,227207,24,0,Semi-Urban,Rejected
LAPP_1402,24,Female,Undergraduate,Single,Salaried,70344,635,133631,24,0,Rural,Rejected
LAPP_1403,49,Male,Postgraduate,Divorced,Self-Employed,135690,606,264523,60,1,Semi-Urban,Approved
LAPP_1404,42,Female,Undergraduate,Single,Salaried,77402,637,114775,60,0,Semi-Urban,Rejected
LAPP_1405,45,Female,Graduate,Married,Unemployed,11280,618,30291,36,0,Urban,Rejected
LAPP_1406,33,Male,Graduate,Married,Salaried,81655,576,143998,36,3,Semi-Urban,Rejected
LAPP_1407,38,Male,Graduate,Married,Salaried,47812,625,162950,60,0,Rural,Rejected
LAPP_1408,53,Male,Graduate,Single,Self-Employed,91755,679,355107,60,1,Urban,Rejected
LAPP_1409,36,Male,Graduate,Married,Salaried,85132,621,321186,12,0,Semi-Urban,Rejected
LAPP_1410,62,Male,Graduate,Married,Self-Employed,93178,608,99788,60,2,Semi-Urban,Approved
LAPP_1411,64,Male,Graduate,Married,Business Owner,136074,689,74795,36,0,Semi-Urban,Approved
LAPP_1412,22,Male,Graduate,Married,Salaried,68412,601,139193,60,0,Semi-Urban,Rejected
LAPP_1413,55,Female,Graduate,Divorced,Self-Employed,59709,653,182177,36,1,Urban,Rejected
LAPP_1414,62,Female,Graduate,Married,Salaried,106606,649,418012,36,2,Semi-Urban,Rejected
LAPP_1415,54,Female,Graduate,Married,Salaried,59394,546,192554,36,2,Urban,Rejected
LAPP_1416,50,Male,Graduate,Married,Salaried,57055,614,144458,36,0,Semi-Urban,Rejected
LAPP_1417,33,Female,Undergraduate,Married,Self-Employed,41727,624,24712,36,2,Semi-Urban,Approved
LAPP_1418,33,Female,Graduate,Single,Salaried,81882,641,277530,60,2,Rural,Rejected
LAPP_1419,38,Female,Graduate,Single,Self-Employed,54379,607,60904,36,3,Urban,Approved
LAPP_1420,52,Male,Graduate,Married,Salaried,112575,630,78197,12,3,Semi-Urban,Rejected
LAPP_1421,52,Female,Graduate,Single,Self-Employed,114587,628,398333,12,1,Semi-Urban,Rejected
LAPP_1422,55,Male,Graduate,Married,Salaried,115126,637,285728,36,2,Urban,Rejected
LAPP_1423,59,Male,Undergraduate,Single,Business Owner,109352,742,103876,60,1,Semi-Urban,Approved
LAPP_1424,49,Male,Undergraduate,Married,Salaried,80872,573,149847,60,1,Urban,Rejected
LAPP_1425,49,Female,Graduate,Married,Salaried,112883,668,90238,36,0,Urban,Rejected
LAPP_1426,64,Male,Graduate,Single,Salaried,93472,572,255462,36,0,Urban,Rejected
LAPP_1427,36,Female,Postgraduate,Single,Self-Employed,125065,713,186158,24,0,Urban,Rejected
LAPP_1428,64,Female,Graduate,Single,Salaried,54241,597,191542,84,3,Rural,Rejected
LAPP_1429,30,Male,Graduate,Married,Self-Employed,108012,587,189267,24,0,Urban,Rejected
LAPP_1430,50,Female,Postgraduate,Married,Salaried,65076,646,145198,36,0,Rural,Rejected
LAPP_1431,45,Male,Postgraduate,Divorced,Self-Employed,89207,470,64437,36,0,Semi-Urban,Rejected
LAPP_1432,59,Female,Graduate,Married,Salaried,116367,581,170428,60,1,Semi-Urban,Approved
LAPP_1433,40,Male,Undergraduate,Married,Salaried,52405,639,150333,12,3,Semi-Urban,Rejected
LAPP_1434,25,Male,Graduate,Married,Salaried,54877,676,168852,36,1,Rural,Rejected
LAPP_1435,21,Female,Graduate,Married,Salaried,114804,673,154971,36,0,Semi-Urban,Approved
LAPP_1436,50,Female,Undergraduate,Married,Salaried,80214,650,181553,36,3,Rural,Rejected
LAPP_1437,23,Female,Graduate,Married,Business Owner,151075,835,500000,12,0,Semi-Urban,Rejected
LAPP_1438,34,Female,Graduate,Married,Unemployed,13936,619,25498,36,3,Urban,Rejected
LAPP_1439,50,Female,High School,Divorced,Self-Employed,24724,530,23937,36,0,Rural,Approved
LAPP_1440,24,Female,High School,Married,Salaried,18729,651,37674,60,2,Rural,Approved
LAPP_1441,38,Female,Graduate,Married,Salaried,64662,577,168263,24,0,Urban,Rejected
LAPP_1442,57,Female,Undergraduate,Single,Self-Employed,34161,565,17965,24,3,Rural,Approved
LAPP_1443,45,Male,Undergraduate,Single,Salaried,77256,538,132879,60,0,Semi-Urban,Rejected
LAPP_1444,21,Female,Postgraduate,Married,Business Owner,199971,670,500000,60,0,Rural,Approved
LAPP_1445,35,Male,Graduate,Single,Salaried,96786,553,370854,60,2,Rural,Rejected
LAPP_1446,29,Female,Graduate,Married,Unemployed,24841,627,47941,60,0,Rural,Approved
LAPP_1447,35,Female,Graduate,Single,Salaried,109842,640,117575,24,2,Rural,Approved
LAPP_1448,44,Female,Graduate,Married,Self-Employed,70387,533,166800,24,2,Urban,Rejected
LAPP_1449,24,Female,Graduate,Married,Salaried,53474,597,80218,24,1,Urban,Rejected
LAPP_1450,32,Female,Postgraduate,Single,Business Owner,182483,764,228419,84,0,Urban,Approved
LAPP_1451,57,Male,Undergraduate,Single,Salaried,75893,756,194772,36,3,Urban,Rejected
LAPP_1452,57,Female,Graduate,Married,Self-Employed,49264,499,182552,24,2,Semi-Urban,Rejected
LAPP_1453,63,Male,Undergraduate,Married,Business Owner,88997,602,304662,24,1,Semi-Urban,Rejected
LAPP_1454,26,Male,Graduate,Married,Salaried,89767,538,102156,60,0,Semi-Urban,Approved
LAPP_1455,59,Male,Postgraduate,Single,Salaried,62642,660,199237,60,0,Semi-Urban,Rejected
LAPP_1456,44,Male,High School,Married,Salaried,28415,502,37068,84,0,Rural,Rejected
LAPP_1457,31,Male,High School,Married,Salaried,33564,669,50931,36,1,Semi-Urban,Approved
LAPP_1458,33,Female,Postgraduate,Married,Salaried,128494,744,478020,36,2,Semi-Urban,Rejected
LAPP_1459,54,Male,Graduate,Single,Salaried,68104,693,251213,24,2,Urban,Rejected
LAPP_1460,45,Male,Graduate,Single,Salaried,80099,586,87324,24,2,Urban,Rejected
LAPP_1461,27,Male,Undergraduate,Single,Self-Employed,71795,571,52027,12,1,Semi-Urban,Rejected
LAPP_1462,24,Male,High School,Married,Self-Employed,43732,565,66731,24,0,Semi-Urban,Rejected
LAPP_1463,28,Female,Graduate,Divorced,Salaried,61967,689,157161,36,2,Semi-Urban,Rejected
LAPP_1464,40,Male,Graduate,Single,Business Owner,157414,565,500000,84,2,Semi-Urban,Rejected
LAPP_1465,49,Male,Postgraduate,Single,Business Owner,181377,734,166128,24,1,Urban,Approved
LAPP_1466,30,Male,Graduate,Married,Salaried,89276,566,174298,84,0,Urban,Rejected
LAPP_1467,63,Male,Graduate,Married,Salaried,65919,611,95656,36,1,Semi-Urban,Approved
LAPP_1468,54,Male,Undergraduate,Single,Salaried,63851,684,35261,36,0,Urban,Approved
LAPP_1469,46,Male,Graduate,Married,Self-Employed,92372,539,301092,36,0,Semi-Urban,Rejected
LAPP_1470,61,Female,Graduate,Single,Self-Employed,87859,634,294019,36,1,Rural,Rejected
LAPP_1471,23,Female,Postgraduate,Single,Salaried,68818,602,87694,24,0,Urban,Approved
LAPP_1472,26,Male,Undergraduate,Single,Self-Employed,80761,620,83130,36,3,Semi-Urban,Approved
LAPP_1473,25,Female,High School,Divorced,Salaried,28511,580,28681,60,0,Semi-Urban,Approved
LAPP_1474,25,Male,Graduate,Single,Salaried,91134,667,193551,60,1,Semi-Urban,Approved
LAPP_1475,43,Male,Graduate,Married,Self-Employed,108831,623,148307,36,2,Urban,Rejected
LAPP_1476,29,Female,Undergraduate,Married,Self-Employed,52452,631,120101,60,1,Rural,Approved
LAPP_1477,55,Male,Undergraduate,Married,Salaried,69809,661,128935,36,2,Urban,Rejected
LAPP_1478,40,Female,Graduate,Single,Salaried,114985,676,142364,84,2,Semi-Urban,Approved
LAPP_1479,62,Male,Postgraduate,Married,Business Owner,146782,730,459306,36,3,Semi-Urban,Approved
LAPP_1480,55,Male,Graduate,Married,Salaried,110248,684,113144,84,0,Urban,Approved
LAPP_1481,38,Male,Graduate,Single,Self-Employed,56914,609,187597,60,0,Urban,Rejected
LAPP_1482,37,Female,Graduate,Single,Salaried,47544,520,117198,60,1,Urban,Rejected
LAPP_1483,44,Female,Graduate,Divorced,Salaried,110485,751,376989,12,2,Semi-Urban,Rejected
LAPP_1484,23,Female,Graduate,Single,Salaried,104243,754,53857,36,1,Urban,Approved
LAPP_1485,52,Male,Undergraduate,Single,Salaried,79642,617,248655,36,0,Rural,Rejected
LAPP_1486,55,Male,Undergraduate,Single,Self-Employed,34382,645,23390,12,0,Urban,Approved
LAPP_1487,58,Male,High School,Divorced,Salaried,21794,569,83369,36,0,Rural,Rejected
LAPP_1488,33,Male,Graduate,Single,Salaried,53029,559,156944,84,2,Rural,Approved
LAPP_1489,45,Female,Graduate,Single,Salaried,94364,649,152926,36,0,Semi-Urban,Approved
LAPP_1490,29,Male,Graduate,Divorced,Salaried,88829,827,143856,24,0,Semi-Urban,Rejected
LAPP_1491,24,Female,Graduate,Divorced,Business Owner,82852,734,291243,36,0,Urban,Rejected
LAPP_1492,34,Female,Undergraduate,Married,Self-Employed,63163,719,231172,12,2,Rural,Rejected
LAPP_1493,57,Male,Undergraduate,Married,Salaried,59720,668,216216,36,2,Semi-Urban,Rejected
LAPP_1494,54,Female,Postgraduate,Married,Self-Employed,70056,572,233327,36,1,Rural,Rejected
LAPP_1495,31,Male,Graduate,Married,Self-Employed,110487,718,371966,36,0,Semi-Urban,Rejected
LAPP_1496,61,Male,Graduate,Married,Self-Employed,59724,436,149589,60,0,Rural,Rejected
LAPP_1497,23,Male,Undergraduate,Married,Salaried,68303,639,40900,24,1,Semi-Urban,Approved
LAPP_1498,48,Female,Graduate,Married,Salaried,108782,734,87428,60,1,Rural,Approved
LAPP_1499,49,Male,Undergraduate,Single,Salaried,60184,637,166916,84,1,Urban,Approved
LAPP_1500,29,Male,High School,Single,Business Owner,40050,714,76258,12,3,Semi-Urban,Rejected
LAPP_1501,23,Male,Graduate,Married,Self-Employed,108830,539,270506,60,3,Semi-Urban,Rejected
LAPP_1502,45,Male,Postgraduate,Single,Salaried,87387,754,114369,36,0,Semi-Urban,Approved
LAPP_1503,54,Female,Undergraduate,Single,Salaried,68436,624,189770,36,0,Semi-Urban,Rejected
LAPP_1504,32,Female,Graduate,Single,Salaried,116296,752,156988,24,0,Semi-Urban,Approved
LAPP_1505,62,Male,Undergraduate,Divorced,Salaried,80990,721,171119,36,1,Urban,Approved
LAPP_1506,29,Male,Graduate,Married,Unemployed,22617,692,49203,84,1,Semi-Urban,Approved
LAPP_1507,35,Female,Graduate,Married,Salaried,116302,721,130472,24,2,Semi-Urban,Approved
LAPP_1508,60,Male,Undergraduate,Married,Salaried,50046,677,178500,24,0,Urban,Rejected
LAPP_1509,45,Female,Postgraduate,Married,Unemployed,11412,686,26708,24,2,Semi-Urban,Rejected
LAPP_1510,25,Male,Graduate,Single,Salaried,55574,609,196384,36,1,Urban,Rejected
LAPP_1511,31,Male,Graduate,Married,Self-Employed,106529,686,151151,84,3,Urban,Approved
LAPP_1512,54,Male,Postgraduate,Married,Salaried,114545,666,126363,36,1,Semi-Urban,Approved
LAPP_1513,44,Male,Postgraduate,Married,Salaried,141191,628,79498,24,2,Rural,Approved
